OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,H_MEAN,A_MEAN,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,NUM_PAST,NUM_FUTURE,PCT_GROWTH,ENTRY_ED,WORK_EXP,CAT_SMALL,CAT_BIG
19-3032,Industrial-Organizational Psychologists,detailed,"1,040",42.29,"87,960",23.83,30.29,38.62,51.68,67.5,"49,570","63,010","80,330","107,490","140,390",1.6,2.5,53.4,Master's degree,None,Social Scientists and Related Workers,Science
19-3039,"Psychologists, All Other",detailed,"10,870",42.5,"88,400",20.46,32.4,43.82,50.42,56.29,"42,550","67,390","91,140","104,880","117,090",13.4,14.9,10.7,Master's degree,None,Social Scientists and Related Workers,Science
19-3041,Sociologists,detailed,"2,690",37.56,"78,120",19.13,25.79,34.82,45.47,61.34,"39,790","53,650","72,430","94,570","127,590",2.6,3,15,Master's degree,None,Social Scientists and Related Workers,Science
19-3051,Urban and Regional Planners,detailed,"35,940",32.66,"67,920",19.88,24.81,31.56,39.44,47.06,"41,350","51,600","65,650","82,030","97,890",38.7,42.7,10.3,Master's degree,None,Social Scientists and Related Workers,Science
19-3091,Anthropologists and Archeologists,detailed,"6,560",29.53,"61,420",16.5,20.93,28.06,36.45,44.58,"34,320","43,530","58,360","75,820","92,730",7.2,8.6,19.4,Master's degree,None,Social Scientists and Related Workers,Science
19-3092,Geographers,detailed,"1,480",36.09,"75,070",20.65,27.61,35.94,43.19,50.52,"42,940","57,430","74,750","89,840","105,070",1.7,2.2,29,Bachelor's degree,None,Social Scientists and Related Workers,Science
19-3093,Historians,detailed,"3,200",28.85,"60,010",13,17.37,26.53,38.37,47.45,"27,040","36,140","55,180","79,800","98,700",3.8,4,6,Master's degree,None,Social Scientists and Related Workers,Science
19-3094,Political Scientists,detailed,"5,570",48.51,"100,900",24.29,34.34,48.52,64.06,71.4,"50,520","71,420","100,920","133,250","148,510",6.6,8,21.3,Master's degree,None,Social Scientists and Related Workers,Science
19-3099,"Social Scientists and Related Workers, All Other",detailed,"31,360",38.68,"80,450",22.81,28.75,36.91,46.66,55.8,"47,450","59,790","76,770","97,050","116,060",34.8,35.5,1.9,Bachelor's degree,None,Social Scientists and Related Workers,Science
19-4011,Agricultural and Food Science Technicians,detailed,"19,390",17.79,"37,010",10.99,13.35,16.72,20.92,25.81,"22,860","27,770","34,790","43,510","53,680",25.9,26.7,2.9,Associate's degree,None,"Life, Physical, and Social Science Technicians",Science
19-4021,Biological Technicians,detailed,"71,590",21.02,"43,710",12.48,15.46,19.57,25.14,31.99,"25,950","32,160","40,710","52,290","66,540",80.2,88.3,10,Bachelor's degree,None,"Life, Physical, and Social Science Technicians",Science
19-4031,Chemical Technicians,detailed,"63,880",22.4,"46,590",12.75,16.05,20.82,27.45,34.39,"26,520","33,390","43,310","57,090","71,530",63.6,69.5,9.4,Associate's degree,None,"Life, Physical, and Social Science Technicians",Science
19-4041,Geological and Petroleum Technicians,detailed,"15,190",28.26,"58,780",13.47,17.7,25.68,36.81,45.59,"28,010","36,810","53,410","76,560","94,820",15.8,18.2,15.1,Associate's degree,None,"Life, Physical, and Social Science Technicians",Science
19-4051,Nuclear Technicians,detailed,"6,930",35.31,"73,450",22.26,28.34,34.91,41.42,46.23,"46,290","58,960","72,610","86,150","96,160",8.1,9.3,14.9,Associate's degree,None,"Life, Physical, and Social Science Technicians",Science
19-4061,Social Science Research Assistants,detailed,"26,830",19.92,"41,430",8.77,12.58,18.42,24.67,32.58,"18,250","26,170","38,310","51,320","67,780",29.6,34,15,Associate's degree,None,"Life, Physical, and Social Science Technicians",Science
19-4091,"Environmental Science and Protection Technicians, Including Health",detailed,"34,510",21.86,"45,470",12.79,15.79,20.05,26.45,33.97,"26,600","32,850","41,700","55,020","70,650",32.8,38.9,18.8,Associate's degree,None,"Life, Physical, and Social Science Technicians",Science
19-4092,Forensic Science Technicians,detailed,"13,430",27.57,"57,340",15.66,19.8,26.13,33.99,42.73,"32,570","41,190","54,360","70,700","88,880",12.9,13.7,5.8,Bachelor's degree,None,"Life, Physical, and Social Science Technicians",Science
19-4093,Forest and Conservation Technicians,detailed,"29,740",18.13,"37,720",11.99,13.46,16.79,21.76,26.07,"24,930","27,990","34,910","45,260","54,230",34,32.8,-3.5,Associate's degree,None,"Life, Physical, and Social Science Technicians",Science
19-4099,"Life, Physical, and Social Science Technicians, All Other",detailed,"61,950",22.67,"47,150",12.23,15.93,21.25,27.92,35.28,"25,440","33,130","44,200","58,080","73,370",63.9,70.4,10.1,Associate's degree,None,"Life, Physical, and Social Science Technicians",Science
21-1011,Substance Abuse and Behavioral Disorder Counselors,detailed,"83,120",19.75,"41,090",12.12,14.85,18.57,23.47,28.93,"25,200","30,890","38,620","48,810","60,160",89.6,117.7,31.4,High school diploma or equivalent,None,"Counselors, Social Workers, and Other Community and Social Service Specialists",Social Service
21-1012,"Educational, Guidance, School, and Vocational Counselors",detailed,"241,870",27,"56,160",15.31,19.68,25.77,33.42,41.77,"31,850","40,940","53,600","69,520","86,870",262.3,293.5,11.9,Master's degree,None,"Counselors, Social Workers, and Other Community and Social Service Specialists",Social Service
21-1013,Marriage and Family Therapists,detailed,"29,060",24.85,"51,690",14.41,17.83,23.15,30.39,37.78,"29,980","37,080","48,160","63,210","78,580",37.8,49.4,30.6,Master's degree,None,"Counselors, Social Workers, and Other Community and Social Service Specialists",Social Service
21-1014,Mental Health Counselors,detailed,"115,580",21.01,"43,700",12.43,15.47,19.51,25.15,32.22,"25,840","32,170","40,580","52,310","67,020",128.4,165.1,28.5,Master's degree,None,"Counselors, Social Workers, and Other Community and Social Service Specialists",Social Service
21-1015,Rehabilitation Counselors,detailed,"103,840",18.1,"37,660",10.18,12.63,16.46,21.93,28.86,"21,170","26,270","34,230","45,620","60,020",117.5,140.9,19.9,Master's degree,None,"Counselors, Social Workers, and Other Community and Social Service Specialists",Social Service
21-1019,"Counselors, All Other",detailed,"27,830",22.28,"46,330",12,15.66,20.97,27.64,34.41,"24,960","32,570","43,620","57,480","71,580",29.8,35.6,19.4,Master's degree,None,"Counselors, Social Workers, and Other Community and Social Service Specialists",Social Service
21-1021,"Child, Family, and School Social Workers",detailed,"276,760",22.14,"46,060",13.18,16.16,20.25,26.6,34.78,"27,420","33,610","42,120","55,320","72,350",285.7,328.8,15.1,Bachelor's degree,None,"Counselors, Social Workers, and Other Community and Social Service Specialists",Social Service
21-1022,Healthcare Social Workers,detailed,"141,830",25.25,"52,520",15.28,19.16,24.44,30.22,36.12,"31,790","39,840","50,820","62,860","75,140",146.2,185.5,26.8,Master's degree,None,"Counselors, Social Workers, and Other Community and Social Service Specialists",Social Service
21-1023,Mental Health and Substance Abuse Social Workers,detailed,"110,010",21.36,"44,420",12.33,15.46,19.7,25.88,33.32,"25,650","32,160","40,970","53,830","69,290",114.2,140.2,22.8,Bachelor's degree,None,"Counselors, Social Workers, and Other Community and Social Service Specialists",Social Service
21-1029,"Social Workers, All Other",detailed,"62,640",26.95,"56,060",15.24,19.28,27.17,33.87,39.31,"31,690","40,110","56,510","70,440","81,770",61.2,67,9.5,Bachelor's degree,None,"Counselors, Social Workers, and Other Community and Social Service Specialists",Social Service
21-1091,Health Educators,detailed,"56,720",25.87,"53,800",13.79,17.74,23.66,32.43,42.2,"28,680","36,900","49,210","67,450","87,770",58.9,70.1,19,Bachelor's degree,None,"Counselors, Social Workers, and Other Community and Social Service Specialists",Social Service
21-1092,Probation Officers and Correctional Treatment Specialists,detailed,"86,810",25.44,"52,910",15.39,18.07,23.29,31.41,40.46,"32,010","37,590","48,440","65,330","84,160",90.3,89.3,-1,Bachelor's degree,None,"Counselors, Social Workers, and Other Community and Social Service Specialists",Social Service
21-1093,Social and Human Service Assistants,detailed,"355,500",15.04,"31,280",9.43,11.14,14.05,17.79,22.41,"19,620","23,160","29,230","37,000","46,620",372.7,453.9,21.8,High school diploma or equivalent,None,"Counselors, Social Workers, and Other Community and Social Service Specialists",Social Service
21-1094,Community Health Workers,detailed,"45,800",18.1,"37,640",9.96,12.91,16.64,21.78,28.31,"20,720","26,860","34,610","45,310","58,890",40.5,50.7,25.1,High school diploma or equivalent,None,"Counselors, Social Workers, and Other Community and Social Service Specialists",Social Service
21-1099,"Community and Social Service Specialists, All Other",detailed,"92,830",20.52,"42,690",11.54,14.88,19.26,25.09,32.34,"24,010","30,940","40,050","52,180","67,270",105.6,121.6,15.1,Master's degree,None,"Counselors, Social Workers, and Other Community and Social Service Specialists",Social Service
21-2011,Clergy,detailed,"45,020",22.86,"47,540",10.79,15,21.06,28.03,36.86,"22,440","31,190","43,800","58,310","76,660",239.6,263.2,9.8,Bachelor's degree,None,Religious Workers,Social Service
21-2021,"Directors, Religious Activities and Education",detailed,"18,600",21.27,"44,240",9.03,12.36,18.35,27.39,37.5,"18,780","25,720","38,160","56,980","78,000",134.2,145.5,8.4,Bachelor's degree,Less than 5 years,Religious Workers,Social Service
21-2099,"Religious Workers, All Other",detailed,"7,920",16.11,"33,520",8.62,9.51,13.82,20.39,29.21,"17,920","19,790","28,750","42,410","60,760",59.9,65.3,8.9,Bachelor's degree,None,Religious Workers,Social Service
23-1011,Lawyers,detailed,"592,670",63.46,"131,990",26.52,36.32,54.95,81.67,#,"55,170","75,540","114,300","169,880",#,759.8,834.7,9.8,Doctoral or professional degree,None,"Lawyers, Judges, and Related Workers",Legal
23-1012,Judicial Law Clerks,detailed,"10,890",25.91,"53,890",13.66,18.17,22.9,31.18,41.98,"28,410","37,790","47,640","64,860","87,310",12.1,12.7,4.3,Doctoral or professional degree,None,"Lawyers, Judges, and Related Workers",Legal
23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers",detailed,"14,270",43.09,"89,630",19.39,28.09,41.92,55.51,74.58,"40,330","58,420","87,190","115,450","155,140",14.9,14.7,-1.7,Doctoral or professional degree,Less than 5 years,"Lawyers, Judges, and Related Workers",Legal
23-1022,"Arbitrators, Mediators, and Conciliators",detailed,"6,830",36.94,"76,840",16.88,21.09,29.06,46.29,65.71,"35,110","43,860","60,450","96,280","136,670",8.4,9.3,10.4,Bachelor's degree,Less than 5 years,"Lawyers, Judges, and Related Workers",Legal
23-1023,"Judges, Magistrate Judges, and Magistrates",detailed,"27,190",50.66,"105,380",15.36,27.25,56.8,69.1,82.3,"31,960","56,680","118,150","143,740","171,180",28.3,29,2.3,Doctoral or professional degree,5 years or more,"Lawyers, Judges, and Related Workers",Legal
23-2011,Paralegals and Legal Assistants,detailed,"271,320",24.6,"51,170",14.3,17.83,22.87,29.51,37,"29,740","37,090","47,570","61,390","76,960",277,323.3,16.7,Associate's degree,None,Legal Support Workers,Legal
23-2091,Court Reporters,detailed,"19,200",26.33,"54,760",12.66,16.87,23.83,34.26,44.83,"26,340","35,090","49,560","71,260","93,240",21.2,23.2,9.6,Postsecondary non-degree award,None,Legal Support Workers,Legal
23-2093,"Title Examiners, Abstractors, and Searchers",detailed,"53,640",22.76,"47,340",12.88,16.13,20.59,26.95,35.99,"26,780","33,540","42,830","56,050","74,860",67.9,74.1,9.2,High school diploma or equivalent,None,Legal Support Workers,Legal
23-2099,"Legal Support Workers, All Other",detailed,"45,700",29.6,"61,560",14.67,19.39,25.27,35.97,54.16,"30,510","40,320","52,560","74,820","112,650",57.3,59,3.1,High school diploma or equivalent,None,Legal Support Workers,Legal
25-1011,"Business Teachers, Postsecondary",detailed,"85,220",*,"89,100",*,*,*,*,*,"35,460","49,530","75,120","113,310","162,840",103.4,118.5,14.7,Doctoral or professional degree,None,Postsecondary Teachers,Education
25-1021,"Computer Science Teachers, Postsecondary",detailed,"35,770",*,"80,990",*,*,*,*,*,"37,190","52,100","73,100","102,580","137,810",41.7,47,12.7,Doctoral or professional degree,None,Postsecondary Teachers,Education
25-1022,"Mathematical Science Teachers, Postsecondary",detailed,"53,970",*,"74,210",*,*,*,*,*,"34,750","47,400","65,930","91,780","127,640",63.3,70.6,11.5,Doctoral or professional degree,None,Postsecondary Teachers,Education
25-1031,"Architecture Teachers, Postsecondary",detailed,"7,340",*,"80,180",*,*,*,*,*,"39,360","53,040","72,550","95,170","131,940",9.1,10.4,14.3,Doctoral or professional degree,None,Postsecondary Teachers,Education
25-1032,"Engineering Teachers, Postsecondary",detailed,"34,870",*,"102,880",*,*,*,*,*,"51,180","70,900","94,460","126,390","166,090",42.5,47.5,11.8,Doctoral or professional degree,None,Postsecondary Teachers,Education
25-1041,"Agricultural Sciences Teachers, Postsecondary",detailed,"10,120",*,"86,710",*,*,*,*,*,"43,770","61,850","83,060","107,960","136,270",12.8,13.9,8,Doctoral or professional degree,None,Postsecondary Teachers,Education
25-1042,"Biological Science Teachers, Postsecondary",detailed,"50,230",*,"87,080",*,*,*,*,*,"40,280","54,340","75,740","107,260","149,480",61.4,73.4,19.5,Doctoral or professional degree,None,Postsecondary Teachers,Education
25-1043,"Forestry and Conservation Science Teachers, Postsecondary",detailed,"2,140",*,"82,620",*,*,*,*,*,"40,720","57,500","81,630","104,670","128,080",3.1,3.4,9.9,Doctoral or professional degree,None,Postsecondary Teachers,Education
25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",detailed,"10,690",*,"90,830",*,*,*,*,*,"42,380","57,120","81,640","115,640","149,190",13.2,14.7,11.4,Doctoral or professional degree,None,Postsecondary Teachers,Education
25-1052,"Chemistry Teachers, Postsecondary",detailed,"20,820",*,"83,330",*,*,*,*,*,"41,290","53,780","72,670","101,110","140,740",25.3,28.8,13.7,Doctoral or professional degree,None,Postsecondary Teachers,Education
25-1053,"Environmental Science Teachers, Postsecondary",detailed,"5,130",*,"87,450",*,*,*,*,*,"41,750","57,060","78,490","109,060","145,370",6.3,7.1,13.2,Doctoral or professional degree,None,Postsecondary Teachers,Education
25-1054,"Physics Teachers, Postsecondary",detailed,"14,010",*,"90,570",*,*,*,*,*,"44,840","58,830","80,590","111,290","148,150",17.4,19.8,13.8,Doctoral or professional degree,None,Postsecondary Teachers,Education
25-1061,"Anthropology and Archeology Teachers, Postsecondary",detailed,"5,920",*,"83,190",*,*,*,*,*,"41,700","56,390","75,930","102,410","135,430",7,7.9,12.5,Doctoral or professional degree,None,Postsecondary Teachers,Education
25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",detailed,"9,700",*,"77,550",*,*,*,*,*,"32,930","49,660","66,770","92,810","136,560",12.4,14.3,15.8,Doctoral or professional degree,None,Postsecondary Teachers,Education
25-1063,"Economics Teachers, Postsecondary",detailed,"13,600",*,"100,490",*,*,*,*,*,"45,010","64,610","90,070","121,960","168,000",16.8,19.2,14.2,Doctoral or professional degree,None,Postsecondary Teachers,Education
25-1064,"Geography Teachers, Postsecondary",detailed,"4,400",*,"73,980",*,*,*,*,*,"37,600","52,070","70,500","91,750","117,220",5.5,6.1,10.6,Doctoral or professional degree,None,Postsecondary Teachers,Education
25-1065,"Political Science Teachers, Postsecondary",detailed,"17,660",*,"84,110",*,*,*,*,*,"38,020","53,650","73,760","104,860","143,220",21.1,24.1,14.6,Doctoral or professional degree,None,Postsecondary Teachers,Education
25-1066,"Psychology Teachers, Postsecondary",detailed,"40,380",*,"76,060",*,*,*,*,*,"36,410","50,590","68,980","92,200","123,620",47.5,54.2,14.2,Doctoral or professional degree,None,Postsecondary Teachers,Education
25-1067,"Sociology Teachers, Postsecondary",detailed,"17,200",*,"74,470",*,*,*,*,*,"35,910","50,260","67,940","91,360","119,900",20.6,23.3,12.7,Doctoral or professional degree,None,Postsecondary Teachers,Education
25-1069,"Social Sciences Teachers, Postsecondary, All Other",detailed,"11,080",*,"79,490",*,*,*,*,*,"34,320","48,460","68,230","95,550","140,740",12.4,14.1,13.4,Doctoral or professional degree,None,Postsecondary Teachers,Education
25-1071,"Health Specialties Teachers, Postsecondary",detailed,"163,850",*,"105,880",*,*,*,*,*,"38,940","55,340","85,030","138,070",#,190,258.6,36.1,Doctoral or professional degree,Less than 5 years,Postsecondary Teachers,Education
25-1072,"Nursing Instructors and Teachers, Postsecondary",detailed,"56,270",*,"70,200",*,*,*,*,*,"40,950","52,220","65,940","84,180","106,470",67.8,91.8,35.4,Master's degree,Less than 5 years,Postsecondary Teachers,Education
25-1081,"Education Teachers, Postsecondary",detailed,"63,190",*,"65,630",*,*,*,*,*,"30,490","43,730","60,170","80,390","108,640",79.3,90.9,14.6,Doctoral or professional degree,None,Postsecondary Teachers,Education
25-1082,"Library Science Teachers, Postsecondary",detailed,"4,670",*,"73,260",*,*,*,*,*,"43,930","53,710","67,740","87,650","113,780",5.5,6.1,10.8,Doctoral or professional degree,None,Postsecondary Teachers,Education
25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",detailed,"14,870",*,"61,850",*,*,*,*,*,"30,800","43,070","56,980","74,230","98,500",16.4,18.5,13.1,Doctoral or professional degree,None,Postsecondary Teachers,Education
25-1112,"Law Teachers, Postsecondary",detailed,"15,600",*,"122,280",*,*,*,*,*,"36,450","65,460","105,080","165,730",#,20,23.5,17.6,Doctoral or professional degree,None,Postsecondary Teachers,Education
25-1113,"Social Work Teachers, Postsecondary",detailed,"10,780",*,"71,380",*,*,*,*,*,"33,600","48,140","64,280","88,810","121,170",12.4,14,13.1,Doctoral or professional degree,None,Postsecondary Teachers,Education
25-1121,"Art, Drama, and Music Teachers, Postsecondary",detailed,"92,930",*,"72,630",*,*,*,*,*,"32,530","45,420","62,830","87,080","122,360",114.3,132.6,16,Master's degree,None,Postsecondary Teachers,Education
25-1122,"Communications Teachers, Postsecondary",detailed,"29,920",*,"69,620",*,*,*,*,*,"33,560","46,860","63,570","87,120","117,030",36.5,41.2,12.7,Doctoral or professional degree,None,Postsecondary Teachers,Education
25-1123,"English Language and Literature Teachers, Postsecondary",detailed,"75,320",*,"68,360",*,*,*,*,*,"32,610","44,380","60,920","83,910","116,460",86.8,97.4,12.2,Doctoral or professional degree,None,Postsecondary Teachers,Education
25-1124,"Foreign Language and Literature Teachers, Postsecondary",detailed,"30,590",*,"66,300",*,*,*,*,*,"32,790","44,160","58,620","79,490","112,830",35.8,41.2,15.3,Doctoral or professional degree,None,Postsecondary Teachers,Education
25-1125,"History Teachers, Postsecondary",detailed,"23,640",*,"74,100",*,*,*,*,*,"36,350","50,020","66,790","89,780","121,740",29.2,33.1,13.6,Doctoral or professional degree,None,Postsecondary Teachers,Education
